bank_id;card_id;transaction_date;amount;designation;founding_date;name;card_type;branch_id;branch_location
208;810;2025-05-16;50,89;FinPrime Bank;2023-08-09;Student Debit;debit;144,0;Aveiro - Forum
463;589;2023-09-22;114,89;Banco Atlantico;2022-02-08;Student Debit;debit;;Porto - Boavista
42;609;2024-10-26;966,96;Nova Caixa;2021-06-13;Silver Mastercard;credit;100,0;Setubal - Avenida Luisa Todi
44;249;2024-09-28;74,97;Lusitania Bank;2022-09-26;Student Debit;debit;;Guimaraes - Centro
75;643;2025-11-18;919,99;Credito Nacional;2025-03-11;Silver Mastercard;credit;;Porto - Boavista
462;662;2026-01-23;795,24;Nova Caixa;2023-05-10;Gold Mastercard;credit;;Lisboa - Saldanha
382;613;2023-07-02;1481,94;FinPrime Bank;2022-12-27;Golden Visa;credit;;Setubal - Avenida Luisa Todi
420;445;2025-02-28;2389,34;Nova Caixa;2022-10-13;Platinum Visa;premium credit;;Braga - Centro
307;948;2024-01-27;547,53;Banco Atlantico;2022-05-06;Prepaid Travel Card;prepaid;192,0;Lisboa - Saldanha
194;1;2030-02-12;1229,11;Lusitania Bank;2021-07-01;Golden Visa;credit;;Setubal - Avenida Luisa Todi
248;466;2028-03-07;49,62;Lusitania Bank;2022-08-09;Business Debit;debit;;Leiria - Centro
288;952;2024-05-05;88,72;Nova Caixa;2022-04-17;Visa Electron;debit;;Lisboa - Saldanha
496;496;2027-11-19;3471,45;FinPrime Bank;2025-08-11;Platinum Visa;premium credit;30,0;Setubal - Avenida Luisa Todi
388;401;2023-07-20;915,24;FinPrime Bank;2022-09-23;Travel Rewards Visa;credit;123,0;Braga - Centro
309;391;2027-08-22;96,37;Credito Nacional;2025-08-01;Visa Electron;debit;;Guimaraes - Centro
446;452;2023-04-24;870,33;Lusitania Bank;2021-08-22;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
130;336;2031-06-03;419,85;FinPrime Bank;2021-06-21;Prepaid Travel Card;prepaid;;Viseu - Rossio
361;619;2034-12-02;76,22;Banco Atlantico;2025-06-20;Business Debit;debit;;Braga - Centro
136;873;2030-04-04;80,16;FinPrime Bank;2023-09-12;Everyday Debit;debit;;Faro - Centro
116;437;2023-12-26;3483,01;Lusitania Bank;2022-02-20;Premium Black Mastercard;premium credit;;Coimbra - Baixa
66;531;2028-11-30;2541,28;Nova Caixa;2025-05-26;Infinite Visa;premium credit;;Faro - Centro
227;345;2032-06-13;84,7;Banco Horizonte;2025-12-12;Debit Plus;debit;;Porto - Boavista
103;577;2024-12-31;824,82;Banco Atlantico;2023-09-14;Gold Mastercard;credit;;Setubal - Avenida Luisa Todi
313;142;2025-02-22;119,47;Banco Atlantico;2023-12-30;Everyday Debit;debit;;Coimbra - Baixa
46;883;2025-10-28;802,83;FinPrime Bank;2021-12-01;Gold Mastercard;credit;;Viseu - Rossio
186;978;2025-07-16;3872,15;Nova Caixa;2025-03-04;Corporate Mastercard;business credit;96,0;Faro - Centro
37;912;2030-06-03;39,25;Banco Atlantico;2025-10-16;Student Debit;debit;;Coimbra - Baixa
201;829;2024-12-07;350,21;Credito Nacional;2021-08-26;Prepaid Travel Card;prepaid;;Leiria - Centro
118;684;2027-07-08;2146,06;FinPrime Bank;2025-01-07;Infinite Visa;premium credit;;Guimaraes - Centro
289;151;2029-01-20;146,54;Banco Atlantico;2025-05-09;Green Debit Card;debit;;Leiria - Centro
197;866;2025-03-25;789,93;Banco Horizonte;2021-12-09;Gold Mastercard;credit;;Leiria - Centro
241;139;2023-04-15;4500,0;Banco Atlantico;2021-03-23;Platinum Visa;premium credit;;Coimbra - Baixa
143;856;2022-12-27;125,6;Banco Horizonte;2021-11-29;Everyday Debit;debit;48,0;Viseu - Rossio
117;48;2024-01-12;558,32;Credito Nacional;2023-03-25;Silver Mastercard;credit;;Guimaraes - Centro
465;474;2028-07-23;49,9;Credito Nacional;2025-06-28;Green Debit Card;debit;;Setubal - Avenida Luisa Todi
392;857;2024-05-11;88,75;Lusitania Bank;2022-10-22;Business Debit;debit;;Viseu - Rossio
398;811;2028-11-11;2322,82;Lusitania Bank;2021-05-02;Premium Black Mastercard;premium credit;174,0;Aveiro - Forum
433;307;2023-05-30;346,64;Banco Atlantico;2022-10-03;Golden Visa;credit;;Braga - Centro
429;82;2029-09-25;789,22;Credito Nacional;2025-02-25;Silver Mastercard;credit;82,0;Lisboa - Saldanha
315;597;2026-03-24;687,11;Credito Nacional;2023-12-15;Classic Visa;credit;;Lisboa - Saldanha
433;459;2030-09-05;102,29;Banco Atlantico;2022-10-03;Visa Electron;debit;;Faro - Centro
166;929;2026-01-23;180,0;FinPrime Bank;2023-01-25;Student Debit;debit;44,0;Aveiro - Forum
30;845;2024-02-17;993,65;Nova Caixa;2022-12-27;Premium Black Mastercard;premium credit;33,0;Braga - Centro
492;991;2035-02-04;148,35;Nova Caixa;2026-01-21;Debit Plus;debit;74,0;Aveiro - Forum
351;114;2029-07-30;2919,42;Credito Nacional;2025-03-12;Premium Black Mastercard;premium credit;;Faro - Centro
399;559;2025-07-13;72,15;Credito Nacional;2023-06-06;Green Debit Card;debit;;Viseu - Rossio
194;653;2025-04-05;93,63;Lusitania Bank;2021-07-01;Business Debit;debit;;Leiria - Centro
282;98;2030-03-23;489,49;Nova Caixa;2021-11-20;Prepaid Travel Card;prepaid;;Coimbra - Baixa
78;6;2034-01-01;97,79;Nova Caixa;2025-12-14;Everyday Debit;debit;;Coimbra - Baixa
412;846;2025-03-05;117,75;FinPrime Bank;2024-09-29;Prepaid Travel Card;prepaid;;Viseu - Rossio
88;312;2024-08-13;111,0;FinPrime Bank;2024-07-12;Everyday Debit;debit;;Braga - Centro
298;680;2033-02-01;132,71;FinPrime Bank;2023-07-28;Visa Electron;debit;170,0;Setubal - Avenida Luisa Todi
194;634;2026-01-18;75,23;Lusitania Bank;2021-07-01;Debit Plus;debit;;Aveiro - Forum
170;165;2028-08-07;3526,97;Lusitania Bank;2024-08-09;Premium Black Mastercard;premium credit;;Setubal - Avenida Luisa Todi
298;430;2024-04-02;148,2;FinPrime Bank;2023-07-28;Debit Plus;debit;170,0;Setubal - Avenida Luisa Todi
18;235;2025-05-06;1555,98;Nova Caixa;2022-09-25;Silver Mastercard;credit;;Viseu - Rossio
298;955;2032-09-13;3781,43;FinPrime Bank;2023-07-28;Platinum Visa;premium credit;170,0;Setubal - Avenida Luisa Todi
213;721;2022-02-21;180,0;Credito Nacional;2021-09-14;Business Debit;debit;;Porto - Boavista
274;185;2025-10-17;165,7;FinPrime Bank;2021-07-09;Green Debit Card;debit;;Leiria - Centro
278;203;2022-04-30;881,85;Lusitania Bank;2021-08-01;Gold Mastercard;credit;;Leiria - Centro
431;901;2026-06-13;138,08;Banco Horizonte;2025-09-15;Visa Electron;debit;;Coimbra - Baixa
40;129;2025-08-25;865,13;FinPrime Bank;2023-08-16;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
377;336;2033-07-23;273,8;Banco Horizonte;2025-04-16;Prepaid Travel Card;prepaid;;Coimbra - Baixa
362;698;2024-07-03;481,33;Lusitania Bank;2024-06-07;Golden Visa;credit;;Leiria - Centro
380;827;2025-01-07;87,14;Lusitania Bank;2024-09-06;Student Debit;debit;79,0;Leiria - Centro
380;827;2025-01-07;144,76;Lusitania Bank;2024-09-06;Student Debit;debit;199,0;Leiria - Centro
376;466;2028-05-19;61,94;FinPrime Bank;2024-07-27;Business Debit;debit;;Aveiro - Forum
264;455;2024-03-11;382,29;Nova Caixa;2023-03-14;Prepaid Travel Card;prepaid;;Braga - Centro
3;114;2025-09-22;1936,0;Credito Nacional;2024-12-01;Premium Black Mastercard;premium credit;;Guimaraes - Centro
144;363;2031-02-26;94,94;Nova Caixa;2025-05-31;Everyday Debit;debit;129,0;Leiria - Centro
144;363;2030-08-21;92,32;Nova Caixa;2025-05-31;Everyday Debit;debit;194,0;Aveiro - Forum
121;342;2032-10-21;916,69;Banco Atlantico;2024-09-02;Classic Visa;credit;;Faro - Centro
391;476;2034-08-07;180,0;Banco Atlantico;2025-08-22;Visa Electron;debit;;Aveiro - Forum
91;429;2031-06-20;1816,75;Banco Atlantico;2022-05-21;Infinite Visa;premium credit;;Leiria - Centro
140;392;2021-12-03;818,89;Lusitania Bank;2021-03-22;Golden Visa;credit;;Viseu - Rossio
294;853;2028-05-16;2118,73;Nova Caixa;2023-02-11;Platinum Visa;premium credit;;Guimaraes - Centro
129;556;2023-12-03;1113,92;Credito Nacional;2023-07-31;Premium Black Mastercard;premium credit;116,0;Faro - Centro
284;99;2030-07-31;1282,55;Lusitania Bank;2022-08-04;Silver Mastercard;credit;47,0;Guimaraes - Centro
284;99;2030-04-25;550,16;Lusitania Bank;2022-08-04;Silver Mastercard;credit;159,0;Leiria - Centro
63;834;2026-01-10;1600,0;Credito Nacional;2025-03-31;Golden Visa;credit;104,0;Aveiro - Forum
308;939;2024-12-16;1593,93;Lusitania Bank;2022-01-12;Infinite Visa;premium credit;;Braga - Centro
463;231;2022-03-13;1010,89;Banco Atlantico;2022-02-08;Travel Rewards Visa;credit;;Lisboa - Saldanha
53;444;2032-01-15;1600,0;Banco Horizonte;2022-10-10;Classic Visa;credit;;Coimbra - Baixa
470;84;2024-10-06;1047,08;Lusitania Bank;2021-06-30;Gold Mastercard;credit;;Leiria - Centro
264;323;2024-07-02;70,99;Nova Caixa;2023-03-14;Visa Electron;debit;;Porto - Boavista
1;483;2021-10-27;60,92;Banco Atlantico;2021-07-03;Business Debit;debit;;Porto - Boavista
373;320;2024-07-25;278,2;Banco Atlantico;2024-03-14;Silver Mastercard;credit;111,0;Porto - Boavista
281;860;2026-09-24;691,45;Banco Horizonte;2025-10-29;Travel Rewards Visa;credit;89,0;Leiria - Centro
270;992;2025-04-08;46,79;Nova Caixa;2024-09-26;Everyday Debit;debit;;Faro - Centro
374;114;2029-01-23;2319,24;Lusitania Bank;2021-03-28;Premium Black Mastercard;premium credit;;Setubal - Avenida Luisa Todi
332;279;2027-07-26;76,79;Lusitania Bank;2023-12-23;Business Debit;debit;26,0;Faro - Centro
208;614;2028-02-05;874,26;FinPrime Bank;2023-08-09;Classic Visa;credit;144,0;Aveiro - Forum
114;455;2028-07-14;179,0;Nova Caixa;2021-11-18;Prepaid Travel Card;prepaid;165,0;Coimbra - Baixa
314;674;2033-04-29;72,98;Lusitania Bank;2024-08-06;Student Debit;debit;;Coimbra - Baixa
359;922;2028-08-28;3049,17;Banco Horizonte;2025-10-13;Infinite Visa;premium credit;171,0;Porto - Boavista
204;656;2024-08-13;961,63;Nova Caixa;2024-03-29;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
277;441;2025-05-11;331,4;Banco Atlantico;2021-10-23;Gold Mastercard;credit;;Porto - Boavista
402;272;2024-01-19;139,52;Nova Caixa;2023-01-24;Visa Electron;debit;12,0;Lisboa - Saldanha
325;202;2022-01-11;55,21;Banco Atlantico;2021-05-30;Green Debit Card;debit;;Faro - Centro
20;281;2024-10-05;1673,3;Lusitania Bank;2021-09-19;Corporate Mastercard;business credit;97,0;Guimaraes - Centro
101;947;2024-12-30;2061,07;Banco Horizonte;2021-05-14;Premium Black Mastercard;premium credit;;Lisboa - Saldanha
288;363;2026-08-13;180,0;Nova Caixa;2022-04-17;Everyday Debit;debit;;Aveiro - Forum
337;501;2032-01-28;3040,32;Banco Atlantico;2024-01-02;Business Gold Mastercard;business credit;125,0;Coimbra - Baixa
487;648;2028-10-25;854,96;Banco Atlantico;2023-05-07;Classic Visa;credit;;Viseu - Rossio
147;327;2025-11-02;3242,64;Credito Nacional;2021-03-03;Infinite Visa;premium credit;;Porto - Boavista
430;176;2030-04-08;60,15;FinPrime Bank;2022-07-03;Everyday Debit;debit;65,0;Coimbra - Baixa
113;405;2028-08-10;948,89;Banco Horizonte;2026-02-15;Silver Mastercard;credit;;Braga - Centro
76;176;2030-12-26;61,45;FinPrime Bank;2023-03-28;Everyday Debit;debit;;Viseu - Rossio
403;299;2024-07-01;1072,61;Banco Atlantico;2024-03-10;Travel Rewards Visa;credit;147,0;Guimaraes - Centro
31;13;2023-01-15;379,63;Banco Atlantico;2021-02-22;Prepaid Travel Card;prepaid;43,0;Braga - Centro
384;353;2029-05-06;363,02;Nova Caixa;2021-04-15;Prepaid Travel Card;prepaid;;Setubal - Avenida Luisa Todi
155;424;2025-09-13;883,94;Banco Horizonte;2025-08-06;Gold Mastercard;credit;;Porto - Boavista
223;849;2024-05-25;1600,0;Banco Atlantico;2024-02-22;Gold Mastercard;credit;;Faro - Centro
343;902;2033-10-03;912,18;Banco Atlantico;2025-03-29;Golden Visa;credit;;Coimbra - Baixa
126;961;2035-11-02;4664,78;Nova Caixa;2026-01-29;Corporate Mastercard;business credit;;Lisboa - Saldanha
145;937;2032-01-16;974,28;Banco Atlantico;2022-01-31;Classic Visa;credit;;Leiria - Centro
139;896;2027-04-02;1388,24;Banco Atlantico;2023-07-22;Premium Black Mastercard;premium credit;173,0;Braga - Centro
463;642;2024-04-08;211,08;Banco Atlantico;2022-02-08;Prepaid Travel Card;prepaid;;Coimbra - Baixa
339;722;2025-12-30;2079,45;Credito Nacional;2024-07-28;Business Gold Mastercard;business credit;69,0;Leiria - Centro
205;654;2024-02-16;2417,35;Banco Atlantico;2022-05-29;Business Gold Mastercard;business credit;;Aveiro - Forum
10;524;2027-06-13;628,75;FinPrime Bank;2021-12-12;Silver Mastercard;credit;23,0;Braga - Centro
450;301;2025-05-23;2070,12;Nova Caixa;2021-11-30;Premium Black Mastercard;premium credit;;Porto - Boavista
4;704;2031-03-09;83,13;FinPrime Bank;2024-11-15;Business Debit;debit;;Lisboa - Saldanha
403;387;2032-10-07;413,52;Banco Atlantico;2024-03-10;Prepaid Travel Card;prepaid;147,0;Guimaraes - Centro
411;489;2026-09-20;600,0;Credito Nacional;2025-06-17;Prepaid Travel Card;prepaid;;Faro - Centro
448;116;2025-05-19;1434,46;FinPrime Bank;2024-02-02;Silver Mastercard;credit;11,0;Porto - Boavista
448;116;2025-05-19;930,93;FinPrime Bank;2024-02-02;Silver Mastercard;credit;13,0;Braga - Centro
64;719;2033-11-05;61,06;FinPrime Bank;2025-12-31;Debit Plus;debit;;Setubal - Avenida Luisa Todi
100;488;2024-09-21;3869,78;FinPrime Bank;2023-08-25;Premium Black Mastercard;premium credit;;Faro - Centro
282;387;2022-08-24;235,39;Nova Caixa;2021-11-20;Prepaid Travel Card;prepaid;;Lisboa - Saldanha
122;347;2025-09-04;114,94;Lusitania Bank;2024-10-17;Business Debit;debit;83,0;Braga - Centro
202;880;2024-06-23;356,82;FinPrime Bank;2023-04-17;Prepaid Travel Card;prepaid;113,0;Braga - Centro
400;911;2032-01-14;476,43;FinPrime Bank;2025-11-19;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
324;474;2025-10-24;71,11;Nova Caixa;2024-11-14;Green Debit Card;debit;;Viseu - Rossio
45;125;2027-09-13;119,55;Credito Nacional;2024-03-08;Everyday Debit;debit;;Porto - Boavista
479;989;2027-03-29;2121,56;Banco Horizonte;2021-05-12;Platinum Visa;premium credit;;Viseu - Rossio
500;956;2024-10-27;4500,0;Lusitania Bank;2021-08-20;Infinite Visa;premium credit;99,0;Leiria - Centro
261;978;2034-09-08;2861,59;Credito Nacional;2025-12-14;Corporate Mastercard;business credit;;Coimbra - Baixa
208;919;2023-09-09;489,3;FinPrime Bank;2023-08-09;Golden Visa;credit;144,0;Aveiro - Forum
159;155;2029-09-10;840,05;Credito Nacional;2024-04-09;Classic Visa;credit;;Lisboa - Saldanha
483;253;2032-04-14;78,74;Credito Nacional;2023-08-23;Green Debit Card;debit;;Braga - Centro
12;596;2033-02-21;343,59;Nova Caixa;2025-08-15;Golden Visa;credit;;Leiria - Centro
466;660;2027-11-23;1229,98;FinPrime Bank;2021-06-19;Silver Mastercard;credit;;Viseu - Rossio
95;447;2025-02-23;151,84;Banco Horizonte;2024-10-30;Debit Plus;debit;180,0;Setubal - Avenida Luisa Todi
415;841;2032-09-13;5478,62;Banco Atlantico;2023-06-18;Business Gold Mastercard;business credit;;Lisboa - Saldanha
165;760;2032-05-30;2687,91;Credito Nacional;2025-03-27;Premium Black Mastercard;premium credit;;Leiria - Centro
238;718;2024-12-08;2140,54;FinPrime Bank;2024-08-11;Infinite Visa;premium credit;;Porto - Boavista
148;342;2030-05-18;883,01;FinPrime Bank;2023-12-14;Classic Visa;credit;;Porto - Boavista
500;918;2023-07-07;87,01;Lusitania Bank;2021-08-20;Visa Electron;debit;99,0;Leiria - Centro
50;929;2024-02-26;67,39;Lusitania Bank;2023-07-22;Student Debit;debit;;Braga - Centro
113;985;2033-10-15;1600,0;Banco Horizonte;2026-02-15;Gold Mastercard;credit;;Faro - Centro
416;646;2024-05-24;174,11;Lusitania Bank;2023-04-08;Visa Electron;debit;18,0;Viseu - Rossio
421;335;2032-12-17;3185,66;Banco Atlantico;2023-02-24;Premium Black Mastercard;premium credit;;Aveiro - Forum
65;414;2030-08-01;74,74;Banco Horizonte;2021-04-01;Everyday Debit;debit;;Viseu - Rossio
330;824;2023-09-06;4789,14;Nova Caixa;2022-11-04;Business Gold Mastercard;business credit;;Porto - Boavista
179;151;2025-07-27;82,11;Banco Horizonte;2025-06-06;Green Debit Card;debit;;Coimbra - Baixa
383;882;2025-09-23;80,51;Banco Horizonte;2022-02-07;Green Debit Card;debit;84,0;Aveiro - Forum
383;882;2025-09-23;91,76;Banco Horizonte;2022-02-07;Green Debit Card;debit;164,0;Aveiro - Forum
66;335;2025-10-28;2854,96;Nova Caixa;2025-05-26;Premium Black Mastercard;premium credit;;Viseu - Rossio
492;468;2031-10-13;2925,91;Nova Caixa;2026-01-21;Corporate Mastercard;business credit;74,0;Aveiro - Forum
336;907;2035-06-20;86,29;Nova Caixa;2025-08-24;Everyday Debit;debit;196,0;Faro - Centro
37;95;2030-08-22;1565,05;Banco Atlantico;2025-10-16;Travel Rewards Visa;credit;;Aveiro - Forum
194;760;2021-09-29;991,66;Lusitania Bank;2021-07-01;Premium Black Mastercard;premium credit;;Faro - Centro
157;287;2029-10-17;153,81;Banco Atlantico;2025-06-01;Green Debit Card;debit;;Viseu - Rossio
12;897;2029-10-10;290,25;Nova Caixa;2025-08-15;Prepaid Travel Card;prepaid;;Leiria - Centro
320;66;2025-01-20;73,48;Lusitania Bank;2022-04-22;Green Debit Card;debit;;Faro - Centro
1;994;2023-07-12;3072,77;Banco Atlantico;2021-07-03;Business Gold Mastercard;business credit;;Leiria - Centro
37;776;2027-06-05;93,03;Banco Atlantico;2025-10-16;Student Debit;debit;;Leiria - Centro
272;949;2024-08-12;1288,45;Lusitania Bank;2024-08-05;Silver Mastercard;credit;;Viseu - Rossio
200;58;2025-10-24;100,98;Lusitania Bank;2025-05-15;Business Debit;debit;;Coimbra - Baixa
171;898;2026-02-13;633,44;Credito Nacional;2023-02-02;Silver Mastercard;credit;;Coimbra - Baixa
304;13;2030-09-30;437,9;FinPrime Bank;2025-04-07;Prepaid Travel Card;prepaid;;Viseu - Rossio
138;188;2031-06-13;772,03;Nova Caixa;2021-10-09;Golden Visa;credit;169,0;Leiria - Centro
387;213;2033-04-16;4652,98;Credito Nacional;2026-01-11;Corporate Mastercard;business credit;119,0;Leiria - Centro
121;672;2028-08-25;4094,76;Banco Atlantico;2024-09-02;Corporate Mastercard;business credit;;Aveiro - Forum
64;280;2033-04-22;2102,25;FinPrime Bank;2025-12-31;Business Gold Mastercard;business credit;;Porto - Boavista
39;100;2025-07-19;123,11;Credito Nacional;2025-04-30;Green Debit Card;debit;161,0;Porto - Boavista
280;159;2023-02-13;40,65;FinPrime Bank;2022-07-26;Everyday Debit;debit;;Coimbra - Baixa
238;34;2031-10-23;87,98;FinPrime Bank;2024-08-11;Visa Electron;debit;;Faro - Centro
105;794;2026-01-11;1382,18;Credito Nacional;2023-09-29;Premium Black Mastercard;premium credit;;Coimbra - Baixa
146;336;2025-09-03;115,61;Lusitania Bank;2023-02-03;Prepaid Travel Card;prepaid;107,0;Guimaraes - Centro
146;336;2029-07-17;350,64;Lusitania Bank;2023-02-03;Prepaid Travel Card;prepaid;145,0;Coimbra - Baixa
33;769;2023-05-20;3473,42;Credito Nacional;2021-03-14;Infinite Visa;premium credit;;Guimaraes - Centro
321;720;2026-01-31;91,06;Credito Nacional;2022-11-25;Everyday Debit;debit;120,0;Setubal - Avenida Luisa Todi
34;432;2026-01-01;175,82;FinPrime Bank;2025-10-16;Business Debit;debit;;Lisboa - Saldanha
255;942;2024-01-01;92,52;Credito Nacional;2021-11-19;Business Debit;debit;;Porto - Boavista
460;418;2028-05-13;885,1;FinPrime Bank;2025-04-04;Travel Rewards Visa;credit;;Faro - Centro
436;165;2031-09-06;1502,87;FinPrime Bank;2024-02-12;Premium Black Mastercard;premium credit;90,0;Setubal - Avenida Luisa Todi
67;291;2031-10-04;1083,68;Banco Atlantico;2024-05-11;Classic Visa;credit;;Aveiro - Forum
206;778;2028-02-11;405,56;Lusitania Bank;2024-06-20;Prepaid Travel Card;prepaid;;Coimbra - Baixa
49;38;2022-11-02;1858,15;Banco Atlantico;2021-02-21;Infinite Visa;premium credit;;Porto - Boavista
92;513;2027-03-09;1206,23;Lusitania Bank;2026-01-23;Platinum Visa;premium credit;71,0;Porto - Boavista
418;590;2025-08-10;1085,16;FinPrime Bank;2022-03-25;Premium Black Mastercard;premium credit;;Leiria - Centro
21;735;2026-06-15;3789,83;Credito Nacional;2025-07-11;Infinite Visa;premium credit;;Leiria - Centro
247;967;2025-02-27;51,64;Banco Atlantico;2021-07-09;Green Debit Card;debit;114,0;Aveiro - Forum
43;424;2030-12-29;1600,0;Banco Atlantico;2023-10-18;Gold Mastercard;credit;;Setubal - Avenida Luisa Todi
100;305;2024-08-21;547,32;FinPrime Bank;2023-08-25;Gold Mastercard;credit;;Braga - Centro
388;429;2024-04-16;1972,68;FinPrime Bank;2022-09-23;Infinite Visa;premium credit;123,0;Braga - Centro
47;564;2026-03-18;4500,0;Banco Horizonte;2024-01-12;Platinum Visa;premium credit;;Viseu - Rossio
248;216;2023-09-14;1809,62;Lusitania Bank;2022-08-09;Premium Black Mastercard;premium credit;;Guimaraes - Centro
451;130;2022-08-21;57,12;Banco Atlantico;2021-04-05;Student Debit;debit;;Aveiro - Forum
81;15;2024-05-29;78,07;Credito Nacional;2021-05-10;Green Debit Card;debit;;Guimaraes - Centro
283;267;2034-05-05;1072,51;Banco Atlantico;2025-03-12;Premium Black Mastercard;premium credit;122,0;Lisboa - Saldanha
251;615;2022-05-04;1988,58;Banco Horizonte;2021-12-01;Platinum Visa;premium credit;;Faro - Centro
283;570;2028-07-30;3706,43;Banco Atlantico;2025-03-12;Corporate Mastercard;business credit;122,0;Lisboa - Saldanha
49;295;2021-09-22;152,02;Banco Atlantico;2021-02-21;Everyday Debit;debit;;Guimaraes - Centro
111;481;2025-07-31;119,35;Credito Nacional;2024-11-16;Debit Plus;debit;;Lisboa - Saldanha
174;32;2022-12-31;99,49;Nova Caixa;2021-04-03;Green Debit Card;debit;;Faro - Centro
183;636;2022-01-08;180,0;Credito Nacional;2021-03-13;Business Debit;debit;;Coimbra - Baixa
268;66;2021-06-01;124,87;FinPrime Bank;2021-02-23;Green Debit Card;debit;;Coimbra - Baixa
281;946;2031-05-02;180,0;Banco Horizonte;2025-10-29;Student Debit;debit;89,0;Leiria - Centro
160;512;2025-05-10;1264,71;FinPrime Bank;2023-03-01;Classic Visa;credit;158,0;Viseu - Rossio
160;512;2025-05-10;1600,0;FinPrime Bank;2023-03-01;Classic Visa;credit;185,0;Coimbra - Baixa
396;232;2030-06-28;164,18;Nova Caixa;2023-07-12;Student Debit;debit;;Lisboa - Saldanha
84;874;2025-06-09;140,38;Nova Caixa;2023-08-11;Business Debit;debit;91,0;Porto - Boavista
443;881;2028-03-22;1098,73;Banco Horizonte;2024-02-22;Silver Mastercard;credit;;Porto - Boavista
439;209;2024-03-21;180,0;Banco Atlantico;2022-07-07;Debit Plus;debit;94,0;Aveiro - Forum
61;502;2028-10-14;2667,16;Banco Atlantico;2025-04-07;Corporate Mastercard;business credit;128,0;Viseu - Rossio
37;369;2030-12-03;1586,51;Banco Atlantico;2025-10-16;Premium Black Mastercard;premium credit;;Faro - Centro
255;30;2025-12-16;139,54;Credito Nacional;2021-11-19;Prepaid Travel Card;prepaid;;Aveiro - Forum
297;431;2023-05-03;120,22;Credito Nacional;2023-04-29;Everyday Debit;debit;;Lisboa - Saldanha
57;289;2030-06-05;165,37;Credito Nacional;2022-10-24;Visa Electron;debit;121,0;Porto - Boavista
252;967;2023-05-22;55,01;Nova Caixa;2021-09-05;Green Debit Card;debit;39,0;Leiria - Centro
368;71;2023-03-04;1594,13;Lusitania Bank;2023-02-02;Platinum Visa;premium credit;;Setubal - Avenida Luisa Todi
196;700;2031-08-05;4500,0;FinPrime Bank;2021-09-20;Platinum Visa;premium credit;;Leiria - Centro
46;430;2025-02-13;130,89;FinPrime Bank;2021-12-01;Debit Plus;debit;;Viseu - Rossio
252;31;2024-12-24;1121,47;Nova Caixa;2021-09-05;Silver Mastercard;credit;39,0;Leiria - Centro
401;347;2024-07-25;113,83;Banco Horizonte;2022-03-24;Business Debit;debit;;Viseu - Rossio
142;460;2030-10-22;728,54;FinPrime Bank;2022-05-12;Golden Visa;credit;162,0;Lisboa - Saldanha
486;434;2032-06-07;1643,16;Nova Caixa;2025-10-03;Corporate Mastercard;business credit;;Coimbra - Baixa
229;689;2023-12-09;4806,77;Banco Atlantico;2021-11-21;Corporate Mastercard;business credit;;Guimaraes - Centro
165;44;2026-02-02;1600,0;Credito Nacional;2025-03-27;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
141;963;2033-06-01;107,43;Credito Nacional;2023-06-24;Student Debit;debit;200,0;Setubal - Avenida Luisa Todi
74;237;2024-03-27;457,27;Lusitania Bank;2021-08-09;Gold Mastercard;credit;;Porto - Boavista
107;353;2024-08-12;280,46;Banco Horizonte;2023-08-27;Prepaid Travel Card;prepaid;;Braga - Centro
433;668;2030-09-19;148,74;Banco Atlantico;2022-10-03;Debit Plus;debit;;Leiria - Centro
387;745;2032-03-06;1382,28;Credito Nacional;2026-01-11;Silver Mastercard;credit;119,0;Leiria - Centro
458;689;2031-10-01;7000,0;Lusitania Bank;2023-08-18;Corporate Mastercard;business credit;;Aveiro - Forum
476;354;2025-05-28;1376,4;Lusitania Bank;2022-01-05;Silver Mastercard;credit;;Guimaraes - Centro
383;747;2024-09-13;298,35;Banco Horizonte;2022-02-07;Gold Mastercard;credit;84,0;Aveiro - Forum
383;747;2024-09-13;908,46;Banco Horizonte;2022-02-07;Gold Mastercard;credit;164,0;Aveiro - Forum
495;451;2030-01-28;1738,45;Credito Nacional;2024-01-21;Corporate Mastercard;business credit;110,0;Setubal - Avenida Luisa Todi
77;165;2025-03-02;3144,93;Banco Horizonte;2023-11-18;Premium Black Mastercard;premium credit;;Coimbra - Baixa
93;379;2026-08-05;133,39;Credito Nacional;2024-10-06;Debit Plus;debit;;Porto - Boavista
226;162;2023-06-23;2371,86;FinPrime Bank;2022-02-05;Corporate Mastercard;business credit;38,0;Viseu - Rossio
186;706;2033-12-30;3076,3;Nova Caixa;2025-03-04;Corporate Mastercard;business credit;96,0;Faro - Centro
305;491;2031-02-23;67,07;Banco Horizonte;2025-12-24;Green Debit Card;debit;;Braga - Centro
3;918;2032-08-10;139,44;Credito Nacional;2024-12-01;Visa Electron;debit;;Setubal - Avenida Luisa Todi
459;905;2021-08-23;2201,57;Credito Nacional;2021-04-05;Infinite Visa;premium credit;;Guimaraes - Centro
179;856;2028-02-01;67,09;Banco Horizonte;2025-06-06;Everyday Debit;debit;;Porto - Boavista
